姓名,擅长,预约量
刘丹政,擅长：                                耳鼻喉科疑难杂症的诊治,847预约量
黄凤娥,擅长：                                耳、鼻、喉各种疾病诊治,1042预约量
耳鼻喉科门诊,擅长：                                耳鼻喉科门诊,4347预约量
沈纳,擅长：                                耳鼻喉科各类疾病的诊治,67预约量
耳鼻喉科头颈肿瘤专科门诊,擅长：                                耳鼻喉科头颈肿瘤专科门诊-普通门诊,60预约量
鼾症门诊,擅长：                                鼾症，睡眠呼吸暂停综合征,232预约量
常荣先,擅长：                                耳鼻喉科的各种手术治疗，尤其是头颈部肿瘤的治疗,暂无预约量
黄新生,擅长：                                头颈肿瘤，鼻咽癌，鼻咽肿瘤，喉癌，头颈肿块，鼻息肉，鼻窦炎，鼻窦癌，,2154预约量
王建中,擅长：                                耳鼻喉科—头颈部肿瘤的外科治疗、鼻内窥镜和喉内窥镜手术、鼾症的手术及射频消融治疗等,1627预约量
常荣先,擅长：                                耳鼻喉科的各种手术治疗，尤其是头颈部肿瘤的治疗,暂无预约量
于晓萍,擅长：                                牙体、牙周疾病治疗，牙齿修复、美容治疗,243预约量
姜茜,擅长：                                牙体、牙列缺失的修复治疗，复杂牙周体病系统治疗，种植义齿，复杂牙拔除。,514预约量
孙健,擅长：                                疑难牙体牙髓根管治疗，缺失牙传统修复和种植修复治疗，牙体美学修复,146预约量
余优成,擅长：                                口腔疾病诊疗；种植牙，烤瓷牙，美容牙科，复杂拔牙,890预约量
口腔科,擅长：                                口腔科口腔科,8868预约量
牙种植门诊,擅长：                                牙种植门诊,175预约量
虞国君,擅长：                                从事口腔修复，口腔正畸，口腔种植等口腔常见病诊断治疗,332预约量
丁小军,擅长：                                儿童、成人牙列不齐的矫正，隐形矫正。,35预约量
毕玮,擅长：                                牙齿缺失修复，牙种植，口腔黏膜病诊治,120预约量
王庆,擅长：                                前牙美学修复、牙种植修复、埋伏牙拔除,16预约量
龚逸明,擅长：                                口腔种植、复杂缺牙修复、牙周手术和美容牙科,295预约量
口腔科门诊,擅长：                                口腔科门诊,暂无预约量
口腔科门诊,擅长：                                口腔科门诊,暂无预约量
口腔科门诊,擅长：                                口腔科门诊,暂无预约量
口腔科门诊,擅长：                                口腔科门诊,暂无预约量
口腔科门诊,擅长：                                口腔科门诊,暂无预约量
余优成,擅长：                                口腔疾病诊疗；种植牙，烤瓷牙，美容牙科，复杂拔牙,890预约量
李明,擅长：                                皮肤病、性病、红斑狼疮、皮肌炎、硬皮病等免疫性及过敏性皮肤病,4382预约量
王强,擅长：                                湿疹、荨麻疹、银屑病、血管炎、皮肌炎、红斑狼疮和性病诊治,3788预约量
吴杰,擅长：                                免疫性（银屑病等），过敏性（荨麻疹，湿疹等），感染性（癣、疱疹等），性病，皮肤肿瘤及其他常见病的诊治。,552预约量
秦立模,擅长：                                感染性皮肤病及性病诊治，美容,1699预约量
杨骥,擅长：                                白癜风、红斑狼疮、硬皮病、皮肌炎、湿疹、银屑病、痤疮、荨麻疹、色素性疾病、血管炎、皮肤感染等疾病的诊疗。尖锐湿疣、梅毒、淋病和非淋等性病、皮肤肿瘤的治疗。疑难皮肤病的中西医结...,1123预约量
高地,擅长：                                银屑病、结缔组织病等免疫性皮肤病、过敏性皮肤病、痤疮治疗,742预约量
隗祎,擅长：                                真菌病等各种感染性皮肤病、免疫性皮肤病诊治,2605预约量
吴国勤,擅长：                                色素性、自身免疫性、过敏性皮肤病的诊治,2584预约量
胡东艳,擅长：                                皮肤病、性病、红斑狼疮及皮肤血管炎的诊治，皮肤肿瘤、皮肤病理诊断，痤疮及美容治疗,2507预约量
吴惠琍,擅长：                                皮肤科、痤疮、毛发美容及免疫疾病诊治,1415预约量
朱鹭冰,擅长：                                过敏性皮肤病、痤疮、黄褐斑、银屑病、结缔组织病的诊治,1496预约量
金岚,擅长：                                皮肤病、性病、银屑病、胶原性疾病诊治,1511预约量
金岚,擅长：                                皮肤病、性病、银屑病、胶原性疾病诊治,1511预约量
金岚,擅长：                                皮肤病、性病、银屑病、胶原性疾病诊治,1511预约量
金岚,擅长：                                皮肤病、性病、银屑病、胶原性疾病诊治,1511预约量
金岚,擅长：                                皮肤病、性病、银屑病、胶原性疾病诊治,1511预约量
金岚,擅长：                                皮肤病、性病、银屑病、胶原性疾病诊治,1511预约量
金岚,擅长：                                皮肤病、性病、银屑病、胶原性疾病诊治,1511预约量
金岚,擅长：                                皮肤病、性病、银屑病、胶原性疾病诊治,1511预约量
金岚,擅长：                                皮肤病、性病、银屑病、胶原性疾病诊治,1511预约量
金岚,擅长：                                皮肤病、性病、银屑病、胶原性疾病诊治,1511预约量
金岚,擅长：                                皮肤病、性病、银屑病、胶原性疾病诊治,1511预约量
金岚,擅长：                                皮肤病、性病、银屑病、胶原性疾病诊治,1511预约量
金岚,擅长：                                皮肤病、性病、银屑病、胶原性疾病诊治,1511预约量
刘天舒,擅长：                                肿瘤化疗，尤其是：胃癌、肠癌、神经内分泌肿瘤、乳腺癌、肺癌、转移性肝癌的内科治疗,9306预约量
周宇红,擅长：                                肿瘤化疗，尤其擅长恶性淋巴瘤、骨与软组织肉瘤、乳腺癌、消化道肿瘤及疑难少见肿瘤的综合治疗,7043预约量
金文,擅长：                                西医诊疗手段结合中医辨证论治治疗恶性肿瘤,3563预约量
王志明,擅长：                                恶性实体瘤化疗及靶向治疗，擅长消化道恶性肿瘤诊治,175预约量
徐蓓,擅长：                                胸部肿瘤（肺癌和乳腺癌）以及消化道肿瘤的诊治。,164预约量
肿瘤内科,擅长：                                肿瘤内科诊疗,1357预约量
消化道肿瘤专病门诊,擅长：                                消化道肿瘤专病门诊,180预约量
骨软组织肿瘤专病门诊,擅长：                                骨软组织肿瘤专病门诊,28预约量
崔越宏,擅长：                                消化道肿瘤诊治，肿瘤分子靶向治疗，恶性肿瘤诊治,1290预约量
静脉治疗联合专病,擅长：                                静脉治疗联合专病,3预约量
保健肿瘤内科,擅长：                                保健肿瘤内科,暂无预约量
慈善赠药专病门诊,擅长：                                慈善赠药专病门诊,暂无预约量
慈善赠药专病门诊,擅长：                                慈善赠药专病门诊,暂无预约量
刘天舒,擅长：                                肿瘤化疗，尤其是：胃癌、肠癌、神经内分泌肿瘤、乳腺癌、肺癌、转移性肝癌的内科治疗,9306预约量
周宇红,擅长：                                肿瘤化疗，尤其擅长恶性淋巴瘤、骨与软组织肉瘤、乳腺癌、消化道肿瘤及疑难少见肿瘤的综合治疗,7043预约量
何健,擅长：                                肺癌，食管癌，鼻咽癌，宫颈癌等各种恶性肿瘤放射治疗,511预约量
林根来,擅长：                                专长：中枢神经系统肿瘤、头颈、乳腺、 腹盆部恶性肿瘤、淋巴瘤等放疗与综合治疗。,58预约量
曾昭冲,擅长：                                肿瘤放射治疗,1609预约量
孙菁,擅长：                                消化道恶性肿瘤、乳腺癌、鼻咽癌、淋巴瘤、儿童肿瘤的放射治疗,583预约量
陈兵,擅长：                                腹盆部肿瘤，专长泌尿系统肿瘤的放射治疗,214预约量
王斌樑,擅长：                                乳腺癌、直肠癌、肝癌、胰腺癌、骨与软组织肿瘤、后腹膜肿瘤及良性疾病的放射治疗,186预约量
王健,擅长：                                胸，腹部肿瘤的精确放射治疗，放化疗同步治疗及靶向治疗,226预约量
向作林,擅长：                                各种恶性肿瘤的放射治疗。,209预约量
放疗科门诊,擅长：                                放疗科门诊,58预约量
乳腺癌放疗门诊,擅长：                                乳腺癌放疗门诊,暂无预约量
刘娟,擅长：                                放射治疗，尤其是乳腺癌的放疗,暂无预约量
马桂芬,擅长：                                放疗科常见疾病,暂无预约量
马桂芬,擅长：                                放疗科常见疾病,暂无预约量
马桂芬,擅长：                                放疗科常见疾病,暂无预约量
葛峰,擅长：                                专长：慢性软组织疼痛、癌痛的治疗，中长期静脉通道（Port）的植入。,175预约量
张燕影,擅长：                                晚期肿瘤及各种慢性疼痛的止痛,323预约量
陈伟,擅长：                                疼痛的药物处理和治疗 。,111预约量
保健疼痛门诊,擅长：                                保健疼痛门诊,暂无预约量
薛张纲,擅长：                                临床麻醉及危重病人的监护治疗工作,暂无预约量
疼痛门诊,擅长：                                疼痛专科门诊,暂无预约量
林江,擅长：                                心血管疾病及腹部疾病的影像诊断,191预约量
饶圣祥,擅长：                                腹部CT和MRI诊断,79预约量
张志勇,擅长：                                胸部疾病影像诊断,973预约量
吴东,擅长：                                腹部CT、MR，血管性病变影像诊断,352预约量
吴卫平,擅长：                                神经系统影像诊断,98预约量
徐鹏举,擅长：                                腹部疾病的CT和MRI诊断,148预约量
王佩芬,擅长：                                心血管疾病影像诊断,170预约量
向作林,擅长：                                各种恶性肿瘤的放射治疗。,209预约量
曾维新,擅长：                                消化系统、心血管疾病影像诊断,87预约量
肺小结节影像诊断,擅长：                                肺小结节影像诊断,42预约量
曾蒙苏,擅长：                                腹部合心血管影像诊断（包括CT和MRI）,2489预约量
蒋亚平,擅长：                                胸部疾病影像诊断,718预约量
蒋亚平,擅长：                                胸部疾病影像诊断,718预约量
蒋亚平,擅长：                                胸部疾病影像诊断,718预约量
蒋亚平,擅长：                                胸部疾病影像诊断,718预约量
蒋亚平,擅长：                                胸部疾病影像诊断,718预约量
董丽莉,擅长：                                各类疑难心脏疾病的超声心动图诊断。,281预约量
心衰超声专病门诊,擅长：                                心衰超声专病门诊,73预约量
疑难心脏病的心超评估,擅长：                                疑难心脏病的心超评估,108预约量
潘翠珍,擅长：                                疑难心血管疾病的超声心动图诊断,2883预约量
程蕾蕾,擅长：                                心脏内科疾病诊治，心脏超声诊断。,1822预约量
孔德红,擅长：                                疑难心脏病的超声诊断,386预约量
超声诊断科普通门诊,擅长：                                超声诊断科普通门诊,暂无预约量
潘翠珍,擅长：                                疑难心血管疾病的超声心动图诊断,2883预约量
程蕾蕾,擅长：                                心脏内科疾病诊治，心脏超声诊断。,1822预约量
王文平,擅长：                                腹部、血管、浅表器官彩超、介入超声、超声造影,382预约量
季正标,擅长：                                介入超声，腹部与浅表器官的超声诊断,776预约量
韩红,擅长：                                腹部及浅表器官及移植肝的超声、超声造影诊断,269预约量
袁海霞,擅长：                                腹部及浅表器官超声检查，胆囊及胆管疾病超声造影,44预约量
丁红,擅长：                                腹部、甲状腺、乳腺、血管疾病和妇产科超声诊断、超声造影、肝脏弹性检测,1767预约量
张晖,擅长：                                腹部及血管彩超、浅表器官彩超、介入超声,1633预约量
何婉媛,擅长：                                腹部及血管彩超、浅表器官彩超、介入超声,1085预约量
李超伦,擅长：                                腹部疾病、外周血管病变及浅表器官的超声检查,255预约量
董怡,擅长：                                腹部疾病超声，浅表器官彩超,66预约量
程蕾蕾,擅长：                                心脏内科疾病诊治，心脏超声诊断。,1822预约量
黄备建,擅长：                                腹部及血管疾病的超声诊断，介入性超声及超声造影,1950预约量
刘利民,擅长：                                腹部及血管彩超、浅表器官彩超、介入超声、超声造影,985预约量
刘利民,擅长：                                腹部及血管彩超、浅表器官彩超、介入超声、超声造影,985预约量
刘利民,擅长：                                腹部及血管彩超、浅表器官彩超、介入超声、超声造影,985预约量
刘利民,擅长：                                腹部及血管彩超、浅表器官彩超、介入超声、超声造影,985预约量
刘利民,擅长：                                腹部及血管彩超、浅表器官彩超、介入超声、超声造影,985预约量
刘利民,擅长：                                腹部及血管彩超、浅表器官彩超、介入超声、超声造影,985预约量
刘利民,擅长：                                腹部及血管彩超、浅表器官彩超、介入超声、超声造影,985预约量
石洪成,擅长：                                核医学影像诊断，尤其是PET/CT和SPECT/CT融合图像的影像诊断。分化型甲状腺癌转移灶及甲亢的放射性碘-131治疗、肿瘤骨转移的放射性核素治疗等。,2578预约量
陈绍亮,擅长：                                核医学诊断及放射治疗，疑难影像解读，肿瘤、心、脑、甲状腺疾病诊治和骨转移治疗。,552预约量
陈雪芬,擅长：                                核医学影像诊断及甲亢、甲癌、恶性肿瘤骨转移、骨痛核素内放疗,514预约量
修雁,擅长：                                核医学影响解读；甲亢、甲状腺癌、肿瘤骨转移核素治疗,446预约量
核医学门诊,擅长：                                      暂无,55预约量
陈可靖,擅长：                                甲状腺疾病（甲亢，甲减，甲状腺炎）诊治；甲状腺癌转移灶碘131治疗；恶性肿瘤骨转移灶的内放射治疗,31预约量
同位素门诊,擅长：                                同位素门诊,35预约量
同位素普通门诊,擅长：                                同位素普通门诊,暂无预约量
保健同位素,擅长：                                保健同位素,暂无预约量
石洪成,擅长：                                核医学影像诊断，尤其是PET/CT和SPECT/CT融合图像的影像诊断。分化型甲状腺癌转移灶及甲亢的放射性碘-131治疗、肿瘤骨转移的放射性核素治疗等。,2578预约量
陈绍亮,擅长：                                核医学诊断及放射治疗，疑难影像解读，肿瘤、心、脑、甲状腺疾病诊治和骨转移治疗。,552预约量
陈雪芬,擅长：                                核医学影像诊断及甲亢、甲癌、恶性肿瘤骨转移、骨痛核素内放疗,514预约量
陈可靖,擅长：                                甲状腺疾病（甲亢，甲减，甲状腺炎）诊治；甲状腺癌转移灶碘131治疗；恶性肿瘤骨转移灶的内放射治疗,31预约量
林江,擅长：                                心血管疾病及腹部疾病的影像诊断,191预约量
张志勇,擅长：                                胸部疾病影像诊断,973预约量
曾蒙苏,擅长：                                腹部合心血管影像诊断（包括CT和MRI）,2489预约量
周建军,擅长：                                擅长CT、MR和X线对肾上腺、腹膜后、骨骼系统、泌尿系统和结外淋巴瘤的诊断,320预约量
韩莘野,擅长：                                X线、CT及部分MRI的影像诊断,42预约量
何健,擅长：                                肺癌，食管癌，鼻咽癌，宫颈癌等各种恶性肿瘤放射治疗,511预约量
曾昭冲,擅长：                                肿瘤放射治疗,1609预约量
王文平,擅长：                                腹部、血管、浅表器官彩超、介入超声、超声造影,382预约量
丁红,擅长：                                腹部、甲状腺、乳腺、血管疾病和妇产科超声诊断、超声造影、肝脏弹性检测,1767预约量
张晖,擅长：                                腹部及血管彩超、浅表器官彩超、介入超声,1633预约量
何婉媛,擅长：                                腹部及血管彩超、浅表器官彩超、介入超声,1085预约量
黄备建,擅长：                                腹部及血管疾病的超声诊断，介入性超声及超声造影,1950预约量
蔡定芳,擅长：                                中西医结合神经内科（中风，帕金森病，睡眠障碍等），中医内科疑难杂症,2789预约量
杨云柯,擅长：                                中西医结合治疗肿瘤（肝癌、胃癌、肠癌），血管病，风湿病等,7537预约量
李文伟,擅长：                                帕金森病、中风及其他神经疾病的诊断及中西医结合治疗,835预约量
戴豪良,擅长：                                消化、呼吸、不育症等疑难杂症,1212预约量
唐辰龙,擅长：                                肿瘤的中西医结合治疗,2796预约量
陈巍峰,擅长：                                消化系统疾病的内镜诊断与治疗（包括消化道早癌ESD，胆胰疾病的ERCP等）。,426预约量
姚礼庆,擅长：                                普外科疾病及内窥镜治疗。,852预约量
内镜专科,擅长：                                内镜黏膜下剥离术（ESD）及其衍生技术（ESE、EFR） 隧道内镜技术 急诊内镜绿色通道 腹腔镜和内镜联合治疗技术,1390预约量
徐美东,擅长：                                消化科肿瘤的早期诊断与微创治疗；ERCP治疗胆胰疾病；食管及胃肠道狭窄梗阻的扩张与支架治疗，ESD、POEM及超声内镜,4063预约量
周平红,擅长：                                普外科疾病；尤其胃肠道、胆胰疾病的外科诊治和内镜诊治；食道静脉曲张；ERCP、超声内镜诊疗。,4233预约量
钟芸诗,擅长：                                消化道肿瘤内镜切除、支架、ERCP、超声内镜；痔疮PPH手术等,2091预约量
张轶群,擅长：                                消化道肿瘤的内镜微创治疗，超声内镜等,1120预约量
肾移植普通门诊,擅长：                                肾移植普通门诊,暂无预约量
内镜治疗与麻醉门诊,擅长：                                内镜治疗与麻醉门诊,暂无预约量
内镜专科普通门诊,擅长：                                内镜专科普通门诊,暂无预约量
保健内镜专科,擅长：                                保健内镜专科,暂无预约量
季建林,擅长：                                焦虑障碍与抑郁症的诊治,7463预约量
陈华,擅长：                                焦虑、抑郁及精神科常见疾病的诊治,658预约量
叶尘宇,擅长：                                抑郁、焦虑、躯体疾病伴发情绪问题等常见精神疾病的诊治,246预约量
黄啸,擅长：                                抑郁、焦虑、双相情感障碍等常见精神疾病的诊治,474预约量
心理咨询门诊,擅长：                                心理咨询门诊,731预约量
强迫障碍专病门诊,擅长：                                强迫障碍专病门诊,13预约量
保健心理咨询,擅长：                                保健心理咨询,暂无预约量
心理咨询普通门诊,擅长：                                心理咨询普通门诊,暂无预约量
程洁敏,擅长：                                肿瘤的介入放射治疗,2012预约量
颜志平,擅长：                                肿瘤及非肿瘤疾病、血管疾病的介入治疗,1946预约量
龚高全,擅长：                                肿瘤的介入治疗，尤其是肝脏及梗阻性黄疸、门脉癌栓等治疗，血管性疾病的介入治疗,1248预约量
刘嵘,擅长：                                肿瘤的综合介入治疗,458预约量
瞿旭东,擅长：                                以肝癌为主的实体肿瘤、各种血管性疾病、胆道疾病等的介入治疗。,669预约量
刘凌晓,擅长：                                甲状腺结节及乳腺纤维腺瘤的射频和微波消融，肝癌肺癌等实体肿瘤为主的射频、微波消融及综合性介入治疗。各种影响引导下胆道及血管性疾病的介入治疗。,638预约量
罗剑钧,擅长：                                腹部良、恶性肿瘤的介入治疗及外周血管疾病的腔内治疗，尤其擅长良、恶性疾病所致门脉高压及其并发症的介入治疗,357预约量
刘清欣,擅长：                                肿瘤的综合介入治疗,94预约量
陈颐,擅长：                                恶性肿瘤的介入治疗。,95预约量
王成刚,擅长：                                肿瘤的介入放射学治疗,124预约量
朱樑,擅长：                                常见恶性肿瘤，特别是原发性、转移性肝癌的综合介入治疗。,3预约量
王建华,擅长：                                肿瘤及非肿瘤疾病、血管疾病的介入治疗,1323预约量
王建华,擅长：                                肿瘤及非肿瘤疾病、血管疾病的介入治疗,1323预约量
王建华,擅长：                                肿瘤及非肿瘤疾病、血管疾病的介入治疗,1323预约量
王建华,擅长：                                肿瘤及非肿瘤疾病、血管疾病的介入治疗,1323预约量
王建华,擅长：                                肿瘤及非肿瘤疾病、血管疾病的介入治疗,1323预约量
王建华,擅长：                                肿瘤及非肿瘤疾病、血管疾病的介入治疗,1323预约量
王建华,擅长：                                肿瘤及非肿瘤疾病、血管疾病的介入治疗,1323预约量
王建华,擅长：                                肿瘤及非肿瘤疾病、血管疾病的介入治疗,1323预约量
王建华,擅长：                                肿瘤及非肿瘤疾病、血管疾病的介入治疗,1323预约量
王建华,擅长：                                肿瘤及非肿瘤疾病、血管疾病的介入治疗,1323预约量
王建华,擅长：                                肿瘤及非肿瘤疾病、血管疾病的介入治疗,1323预约量
程洁敏,擅长：                                肿瘤的介入放射治疗,2012预约量
颜志平,擅长：                                肿瘤及非肿瘤疾病、血管疾病的介入治疗,1946预约量
龚高全,擅长：                                肿瘤的介入治疗，尤其是肝脏及梗阻性黄疸、门脉癌栓等治疗，血管性疾病的介入治疗,1248预约量
王建华,擅长：                                肿瘤及非肿瘤疾病、血管疾病的介入治疗,1323预约量
王小林,擅长：                                肿瘤、胰腺癌、梗阻性黄疸及各类血管疾病的介入治疗。,738预约量
李泽兵,擅长：                                外科、骨科疾病的康复咨询，颈肩腰腿痛的诊治与康复，脊髓损伤的康复治疗,241预约量
戚少华,擅长：                                中西医结合预防和治疗中风后遗症和复发，颅脑损伤和后遗症、骨质疏松症、腰腿痛、全髋全膝置换术后、骨折后功能训练及康复,257预约量
刘邦忠,擅长：                                颈肩腰腿痛的诊治、慢性疼痛的诊治、骨关节损伤和手术后的康复,685预约量
黄晓春,擅长：                                骨质疏松，颈肩腰腿痛，骨折后功能障碍，脊髓损害康复,179预约量
颈肩腰腿痛与脊椎病门诊,擅长：                                颈肩腰腿痛与脊椎病门诊,85预约量
康复科门诊,擅长：                                康复科门诊,118预约量
慢性疼痛康复门诊,擅长：                                慢性疼痛康复门诊,24预约量
理疗科门诊,擅长：                                理疗科门诊,34预约量
运动损伤康复专科,擅长：                                运动损伤康复专科,18预约量
推拿门诊,擅长：                                推拿门诊诊疗,13预约量
中风后遗症功能预测与康复,擅长：                                中风后遗症功能预测与康复,7预约量
骨质疏松症专病门诊,擅长：                                全肱骨假体置换、全髋关节置换、同种异体膝关节移植，脊柱微创手术，椎体成形术等。,5预约量
骨质疏松症专病门诊,擅长：                                全肱骨假体置换、全髋关节置换、同种异体膝关节移植，脊柱微创手术，椎体成形术等。,5预约量
骨质疏松症专病门诊,擅长：                                全肱骨假体置换、全髋关节置换、同种异体膝关节移植，脊柱微创手术，椎体成形术等。,5预约量
骨质疏松症专病门诊,擅长：                                全肱骨假体置换、全髋关节置换、同种异体膝关节移植，脊柱微创手术，椎体成形术等。,5预约量
骨质疏松症专病门诊,擅长：                                全肱骨假体置换、全髋关节置换、同种异体膝关节移植，脊柱微创手术，椎体成形术等。,5预约量
骨质疏松症专病门诊,擅长：                                全肱骨假体置换、全髋关节置换、同种异体膝关节移植，脊柱微创手术，椎体成形术等。,5预约量
骨质疏松症专病门诊,擅长：                                全肱骨假体置换、全髋关节置换、同种异体膝关节移植，脊柱微创手术，椎体成形术等。,5预约量
骨质疏松症专病门诊,擅长：                                全肱骨假体置换、全髋关节置换、同种异体膝关节移植，脊柱微创手术，椎体成形术等。,5预约量
骨质疏松症专病门诊,擅长：                                全肱骨假体置换、全髋关节置换、同种异体膝关节移植，脊柱微创手术，椎体成形术等。,5预约量
骨质疏松症专病门诊,擅长：                                全肱骨假体置换、全髋关节置换、同种异体膝关节移植，脊柱微创手术，椎体成形术等。,5预约量
骨质疏松症专病门诊,擅长：                                全肱骨假体置换、全髋关节置换、同种异体膝关节移植，脊柱微创手术，椎体成形术等。,5预约量
骨质疏松症专病门诊,擅长：                                全肱骨假体置换、全髋关节置换、同种异体膝关节移植，脊柱微创手术，椎体成形术等。,5预约量
骨质疏松症专病门诊,擅长：                                全肱骨假体置换、全髋关节置换、同种异体膝关节移植，脊柱微创手术，椎体成形术等。,5预约量
潘志刚,擅长：                                慢性病防治管理；健康管理策略；体检结果咨询、体检计划制定,177预约量
祝墡珠,擅长：                                内科各种疾病的诊治,347预约量
寿涓,擅长：                                内科常见疾病的诊治，健康相关问题的咨询。,87预约量
阮美娟,擅长：                                内科及消化系疾病诊治,1979预约量
施文娟,擅长：                                内科常见病、多发病、消化性溃疡、慢性肝病、消化道肿瘤,442预约量
王建萍,擅长：                                内科系统疾病的诊治，高血压、高血脂、冠心病的防治,211预约量
周月明,擅长：                                中西医诊治肿瘤，内科疾病,336预约量
张渊,擅长：                                内科常见病的诊治,117预约量
全科医学科门诊,擅长：                                全科医学科门诊,238预约量
江孙芳,擅长：                                内科常见疾病诊治，尤以糖尿病、甲状腺疾病等内分泌疾病为专长,63预约量
王健,擅长：                                消化系统、心血管系统等内科多种疾病的诊治；健康咨询,192预约量
崔黎兰,擅长：                                内、外、皮肤科疾病的诊治及咨询,4预约量
崔黎兰,擅长：                                内、外、皮肤科疾病的诊治及咨询,4预约量
崔黎兰,擅长：                                内、外、皮肤科疾病的诊治及咨询,4预约量
崔黎兰,擅长：                                内、外、皮肤科疾病的诊治及咨询,4预约量
崔黎兰,擅长：                                内、外、皮肤科疾病的诊治及咨询,4预约量
崔黎兰,擅长：                                内、外、皮肤科疾病的诊治及咨询,4预约量
崔黎兰,擅长：                                内、外、皮肤科疾病的诊治及咨询,4预约量
潘志刚,擅长：                                慢性病防治管理；健康管理策略；体检结果咨询、体检计划制定,177预约量
祝墡珠,擅长：                                内科各种疾病的诊治,347预约量
寿涓,擅长：                                内科常见疾病的诊治，健康相关问题的咨询。,87预约量
江孙芳,擅长：                                内科常见疾病诊治，尤以糖尿病、甲状腺疾病等内分泌疾病为专长,63预约量
谢瑞满,擅长：                                神经科中风、震颤、痴呆等,6519预约量
胡予,擅长：                                常见内分泌疾病和内科疾病，尤其擅长糖尿病、高脂血症、高血压、甲亢、骨质疏松的治疗,1575预约量
杨蕊敏,擅长：                                胃食管肝胆胰疾病，老年骨痛,1614预约量
蔡映云,擅长：                                气道、肺和胸膜疾病及老年呼吸病,暂无预约量
谭云山,擅长：                                骨髓活检组织病理诊断，骨肿瘤及非肿瘤病理诊断，炎症性肠病病理诊断，胸膜-肺-纵膈疾病，甲状腺和肾上腺疾病，淋巴造血系统疾病病理诊断，肝疾病病理诊断,66预约量
纪元,擅长：                                肿瘤病理，移植病理，肝胆胰病理，分子病理,34预约量
许建芳,擅长：                                外科病理、肿瘤病理、妇产科病理及前列腺病理诊断。,16预约量
侯英勇,擅长：                                临床病理诊断，肿瘤病理，消化道病理，胃肠间质瘤、淋巴造血系统病理诊断，骨与软组织病理诊断，分子病理，分子靶点检测。,145预约量
陈岗,擅长：                                胸科病理诊断（肺和纵隔疾病）。,25预约量
侯君,擅长：                                全面病理诊断技能，亚专业方向泌尿系统肿瘤及非肿瘤性病变,暂无预约量
姚礼庆,擅长：                                普外科疾病及内窥镜治疗。,852预约量
徐美东,擅长：                                消化科肿瘤的早期诊断与微创治疗；ERCP治疗胆胰疾病；食管及胃肠道狭窄梗阻的扩张与支架治疗，ESD、POEM及超声内镜,4063预约量
周平红,擅长：                                普外科疾病；尤其胃肠道、胆胰疾病的外科诊治和内镜诊治；食道静脉曲张；ERCP、超声内镜诊疗。,4233预约量
季建林,擅长：                                焦虑障碍与抑郁症的诊治,7463预约量
蔡定芳,擅长：                                中西医结合神经内科（中风，帕金森病，睡眠障碍等），中医内科疑难杂症,2789预约量
唐红敏,擅长：                                中医内科（脂肪肝、更年期综合征、亚健康、妇科等）,559预约量
杨云柯,擅长：                                中西医结合治疗肿瘤（肝癌、胃癌、肠癌），血管病，风湿病等,7537预约量
马骏,擅长：                                胃肠道肿瘤、乳腺癌、肺癌等实体瘤的中西医结合治疗,186预约量
李文伟,擅长：                                帕金森病、中风及其他神经疾病的诊断及中西医结合治疗,835预约量
金文,擅长：                                西医诊疗手段结合中医辨证论治治疗恶性肿瘤,3563预约量
滕颖,擅长：                                长期从事中西医结合临床、教学、科研工作40年。擅长中医内科、肿瘤、内分泌科、周围血管病及一些疑难杂症。在临床上专门诊治高血压、中风、糖尿病、糖尿病足、甲亢、甲减、甲状腺结节、...,7669预约量
王佩芳,擅长：                                消化系统及老年疾病等,7092预约量
陶福兴,擅长：                                中医内科、呼吸、消化等疾病,6436预约量
吴榕洲,擅长：                                肿瘤的中西医结合治疗及舌诊、杂病,2792预约量
王翔宇,擅长：                                针灸治疗尿频，尿急，尿失禁，尿潴留等排尿功能障碍性疾病；针灸减肥；肩背‘腰腿疼痛等。,352预约量
戴维正,擅长：                                肿瘤的中医治疗及康复，中医内科，中医妇科,2142预约量
戴维正,擅长：                                肿瘤的中医治疗及康复，中医内科，中医妇科,2142预约量
戴维正,擅长：                                肿瘤的中医治疗及康复，中医内科，中医妇科,2142预约量
戴维正,擅长：                                肿瘤的中医治疗及康复，中医内科，中医妇科,2142预约量
戴维正,擅长：                                肿瘤的中医治疗及康复，中医内科，中医妇科,2142预约量
戴维正,擅长：                                肿瘤的中医治疗及康复，中医内科，中医妇科,2142预约量
戴维正,擅长：                                肿瘤的中医治疗及康复，中医内科，中医妇科,2142预约量
戴维正,擅长：                                肿瘤的中医治疗及康复，中医内科，中医妇科,2142预约量
戴维正,擅长：                                肿瘤的中医治疗及康复，中医内科，中医妇科,2142预约量
戴维正,擅长：                                肿瘤的中医治疗及康复，中医内科，中医妇科,2142预约量
戴维正,擅长：                                肿瘤的中医治疗及康复，中医内科，中医妇科,2142预约量
戴维正,擅长：                                肿瘤的中医治疗及康复，中医内科，中医妇科,2142预约量
戴维正,擅长：                                肿瘤的中医治疗及康复，中医内科，中医妇科,2142预约量
谢瑞满,擅长：                                神经科中风、震颤、痴呆等,6519预约量
胡予,擅长：                                常见内分泌疾病和内科疾病，尤其擅长糖尿病、高脂血症、高血压、甲亢、骨质疏松的治疗,1575预约量
徐伟,擅长：                                老年内科疾病的诊治,272预约量
邱东鹰,擅长：                                老年心脑血管、胃肠道疾病及骨质疏松的诊治,1693预约量
